,time,open,high,low,close,tick_volume,spread,real_volume,prevClose,high-Low,high-PC,low-PC,TrueRange,atr,PP,PLow,PHigh,upperBand,lowerBand,ema,adx,vwap,superTrend,signal
24,2022-10-24 02:00:00,1659.22,1659.38,1657.28,1657.89,696,4,0,1659.22,2.1000000000001364,0.16000000000008185,1.9400000000000546,2.1000000000001364,2.48100000000004,1658.1833333333334,1656.9866666666667,1659.0866666666668,,1655.9755,,,1659.6668954248366,True,NoPosition
25,2022-10-24 02:15:00,1657.89,1658.57,1656.6,1657.06,590,5,0,1657.89,1.9700000000000273,0.6799999999998363,1.290000000000191,1.9700000000000273,2.568000000000029,1657.4099999999999,1656.2499999999998,1658.2199999999998,,1655.9755,,,1659.39369716865,True,NoPosition
26,2022-10-24 02:30:00,1657.06,1665.63,1656.75,1665.63,1758,2,0,1657.06,8.88000000000011,8.570000000000164,0.30999999999994543,8.88000000000011,3.294000000000028,1662.67,1659.71,1668.5900000000001,,1655.9755,,,1660.2621743063935,True,NoPosition
27,2022-10-24 02:45:00,1665.7,1670.9,1660.22,1661.21,1889,0,0,1665.63,10.680000000000064,5.269999999999982,5.410000000000082,10.680000000000064,4.247000000000048,1664.11,1657.3199999999997,1667.9999999999998,,1655.9755,,62.67675001661206,1661.1151895317453,True,NoPosition
28,2022-10-24 03:00:00,1660.96,1663.35,1657.94,1660.02,1652,0,0,1661.21,5.4099999999998545,2.1399999999998727,3.269999999999982,5.4099999999998545,4.538000000000034,1660.4366666666665,1657.523333333333,1662.933333333333,,1655.9755,,62.16464702021741,1661.0050037681447,True,NoPosition
29,2022-10-24 03:15:00,1660.02,1661.04,1658.76,1659.69,818,9,0,1660.02,2.2799999999999727,1.0199999999999818,1.259999999999991,2.2799999999999727,4.584000000000037,1659.83,1658.62,1660.8999999999999,,1655.9755,,61.689122809279525,1660.9175546659392,True,NoPosition
30,2022-10-24 03:30:00,1659.74,1661.9,1658.56,1658.92,977,3,0,1659.69,3.3400000000001455,2.2100000000000364,1.1300000000001091,3.3400000000001455,4.3090000000000375,1659.7933333333333,1657.6866666666665,1661.0266666666666,,1655.9755,,61.37364478414385,1660.8257795788772,True,NoPosition
31,2022-10-24 03:45:00,1658.96,1659.36,1656.46,1656.98,1094,7,0,1658.92,2.8999999999998636,0.4399999999998272,2.4600000000000364,2.8999999999998636,4.2610000000000126,1657.5999999999997,1655.8399999999995,1658.7399999999993,,1655.9755,,60.019447691993186,1660.5556063389988,True,NoPosition
32,2022-10-24 04:00:00,1656.97,1657.18,1654.82,1656.04,1072,2,0,1656.98,2.3600000000001273,0.20000000000004547,2.160000000000082,2.3600000000001273,4.250000000000023,1656.0133333333333,1654.8466666666666,1657.2066666666667,,1655.9755,,58.01324455877411,1660.211095467195,True,NoPosition
33,2022-10-24 04:15:00,1656.02,1656.22,1654.12,1655.44,1227,7,0,1656.04,2.1000000000001364,0.18000000000006366,1.9200000000000728,2.1000000000001364,4.2020000000000435,1655.2600000000002,1654.3000000000004,1656.4000000000005,1662.7030000000007,,,55.841942577702454,1659.8156137838248,False,NoPosition
34,2022-10-24 04:30:00,1655.53,1657.1,1654.84,1655.12,1095,3,0,1655.44,2.259999999999991,1.6599999999998545,0.6000000000001364,2.259999999999991,4.218000000000029,1655.6866666666665,1654.273333333333,1656.533333333333,1662.7030000000007,,,54.045090409068145,1659.5408691865175,False,NoPosition
35,2022-10-24 04:45:00,1655.12,1655.42,1653.74,1653.79,757,7,0,1655.12,1.6800000000000637,0.3000000000001819,1.3799999999998818,1.6800000000000637,4.189000000000033,1654.3166666666666,1653.2133333333331,1654.8933333333332,1661.1768333333332,,,51.872265559193984,1659.3111171788762,False,NoPosition
36,2022-10-24 05:00:00,1653.83,1653.93,1652.51,1652.81,967,7,0,1653.79,1.4200000000000728,0.14000000000010004,1.2799999999999727,1.4200000000000728,3.443000000000029,1653.0833333333333,1652.2366666666665,1653.6566666666665,1658.8211666666666,,,49.31524556813036,1658.9798593692701,False,NoPosition
37,2022-10-24 05:15:00,1652.78,1653.94,1651.92,1653.94,772,3,0,1652.81,2.019999999999982,1.1300000000001091,0.8899999999998727,2.019999999999982,2.577000000000021,1653.2666666666667,1652.5933333333332,1654.6133333333332,1658.4788333333333,,,46.68725506109094,1658.7471353946812,False,NoPosition
38,2022-10-24 05:30:00,1653.9,1655.3,1653.82,1654.64,722,5,0,1653.94,1.4800000000000182,1.3599999999999,0.12000000000011823,1.4800000000000182,2.1840000000000375,1654.5866666666668,1653.8733333333337,1655.3533333333337,1658.4788333333333,,,44.687956680207726,1658.5944537630035,False,NoPosition
39,2022-10-24 05:45:00,1654.62,1656.32,1654.56,1655.76,628,5,0,1654.64,1.759999999999991,1.6799999999998363,0.08000000000015461,1.759999999999991,2.132000000000039,1655.5466666666669,1654.7733333333338,1656.5333333333338,1658.4788333333333,,,43.14465052114992,1658.5001768298687,False,NoPosition
40,2022-10-24 06:00:00,1655.82,1655.92,1654.26,1654.32,758,5,0,1655.76,1.6600000000000819,0.16000000000008185,1.5,1.6600000000000819,1.9640000000000328,1654.8333333333333,1653.7466666666664,1655.4066666666665,1658.3526666666667,,,41.56392882954943,1658.3681983222536,False,NoPosition
41,2022-10-24 06:15:00,1654.32,1654.89,1653.6,1654.79,511,6,0,1654.32,1.290000000000191,0.5700000000001637,0.7200000000000273,1.290000000000191,1.8030000000000654,1654.4266666666665,1653.963333333333,1655.253333333333,1657.9578333333332,,,39.765332139045526,1658.2748265418072,False,NoPosition
42,2022-10-24 06:30:00,1654.78,1654.95,1654.15,1654.24,425,1,0,1654.79,0.7999999999999545,0.16000000000008185,0.6399999999998727,0.7999999999999545,1.6470000000000482,1654.4466666666667,1653.9433333333334,1654.7433333333333,1657.2138333333335,,,38.11749951445136,1658.2008600048491,False,NoPosition
43,2022-10-24 06:45:00,1654.24,1654.44,1653.46,1654.04,386,4,0,1654.24,0.9800000000000182,0.20000000000004547,0.7799999999999727,0.9800000000000182,1.5350000000000363,1653.9800000000002,1653.5200000000004,1654.5000000000005,1656.8025000000005,,,36.21908229939229,1658.1280670479252,False,NoPosition
44,2022-10-24 07:00:00,1654.04,1655.22,1653.88,1655.16,523,5,0,1654.04,1.3399999999999181,1.1800000000000637,0.15999999999985448,1.3399999999999181,1.4430000000000291,1654.7533333333333,1654.2866666666666,1655.6266666666666,1656.8025000000005,,,34.77878647582226,1658.0510102597684,False,NoPosition
45,2022-10-24 07:15:00,1655.18,1656.42,1654.98,1656.06,434,9,0,1655.16,1.4400000000000546,1.259999999999991,0.18000000000006366,1.4400000000000546,1.4190000000000282,1655.82,1655.2199999999998,1656.6599999999999,1656.8025000000005,,,33.90890789554633,1658.0095235442818,False,NoPosition
46,2022-10-24 07:30:00,1656.06,1658.36,1656.06,1658.08,511,6,0,1656.06,2.2999999999999545,2.2999999999999545,0.0,2.2999999999999545,1.5070000000000163,1657.5,1656.64,1658.94,,1654.3795,,33.76198081187991,1657.9986067085952,True,NoPosition
47,2022-10-24 07:45:00,1658.08,1658.6,1657.46,1658.16,467,7,0,1658.08,1.1399999999998727,0.5199999999999818,0.6199999999998909,1.1399999999998727,1.4190000000000054,1658.0733333333335,1657.546666666667,1658.686666666667,,1655.418166666667,,33.701849394648995,1658.0000418088853,True,NoPosition
48,2022-10-24 08:00:00,1658.06,1658.7,1656.68,1656.9,527,1,0,1658.16,2.019999999999982,0.5399999999999636,1.4800000000000182,2.019999999999982,1.4730000000000019,1657.426666666667,1656.1533333333339,1658.1733333333339,,1655.418166666667,,33.15222668651241,1657.9878791659958,True,NoPosition
49,2022-10-24 08:15:00,1656.93,1657.78,1655.34,1655.42,599,9,0,1656.9,2.4400000000000546,0.8799999999998818,1.5600000000001728,2.4400000000000546,1.5410000000000081,1656.18,1654.5800000000002,1657.0200000000002,,1655.418166666667,,31.851839097080035,1657.9453165900247,True,NoPosition
50,2022-10-24 08:30:00,1655.38,1655.75,1654.02,1654.6,717,0,0,1655.42,1.7300000000000182,0.32999999999992724,1.400000000000091,1.7300000000000182,1.5480000000000018,1654.79,1653.83,1655.56,1657.882,,,29.944930576502475,1657.8588348623853,False,NoPosition
51,2022-10-24 08:45:00,1654.6,1655.85,1654.16,1654.52,701,9,0,1654.6,1.6899999999998272,1.25,0.4399999999998272,1.6899999999998272,1.5879999999999654,1654.8433333333335,1653.836666666667,1655.5266666666669,1657.882,,,28.22098707776158,1657.780138366653,False,NoPosition
52,2022-10-24 09:00:00,1654.47,1655.57,1653.94,1654.76,964,3,0,1654.52,1.6299999999998818,1.0499999999999545,0.5799999999999272,1.6299999999998818,1.670999999999958,1654.756666666667,1653.9433333333338,1655.5733333333337,1657.882,,,26.498585067066383,1657.6753898772088,False,NoPosition
53,2022-10-24 09:15:00,1654.78,1656.88,1654.38,1656.42,1174,2,0,1654.76,2.5,2.1200000000001182,0.37999999999988177,2.5,1.8229999999999564,1655.8933333333334,1654.9066666666668,1657.4066666666668,1657.882,,,25.539792718878292,1657.6032448245344,False,NoPosition
54,2022-10-24 09:30:00,1656.41,1657.39,1654.1,1654.94,1359,0,0,1656.42,3.290000000000191,0.9700000000000273,2.3200000000001637,3.290000000000191,2.017999999999984,1655.4766666666667,1653.5633333333333,1656.8533333333335,1657.882,,,24.88375252566359,1657.5080468629906,False,NoPosition
55,2022-10-24 09:45:00,1654.89,1655.66,1653.76,1655.24,1155,3,0,1654.94,1.900000000000091,0.7200000000000273,1.1800000000000637,1.900000000000091,2.063999999999987,1654.8866666666665,1654.113333333333,1656.013333333333,1657.882,,,24.055372534079275,1657.4119692402078,False,NoPosition
56,2022-10-24 10:00:00,1655.3,1658.36,1653.12,1654.0,1737,0,0,1655.24,5.240000000000009,3.119999999999891,2.1200000000001182,5.240000000000009,2.3579999999999925,1655.1599999999999,1651.9599999999998,1657.1999999999998,1657.882,,,24.42609248361186,1657.2943250125315,False,NoPosition
57,2022-10-24 10:15:00,1653.9,1654.07,1649.81,1650.98,1660,2,0,1654.0,4.259999999999991,0.06999999999993634,4.190000000000055,4.259999999999991,2.6700000000000044,1651.6200000000001,1649.1700000000003,1653.4300000000003,1657.4350000000004,,,22.96568806125827,1657.0245060632103,False,NoPosition
58,2022-10-24 10:30:00,1650.98,1652.24,1648.9,1650.17,1581,3,0,1650.98,3.339999999999918,1.259999999999991,2.0799999999999272,3.339999999999918,2.8019999999999983,1650.4366666666667,1648.6333333333334,1651.9733333333334,1656.1763333333333,,,21.447306703895695,1656.7390829702304,False,NoPosition
59,2022-10-24 10:45:00,1650.12,1651.54,1649.01,1649.32,1410,0,0,1650.17,2.5299999999999727,1.3699999999998909,1.1600000000000819,2.5299999999999727,2.81099999999999,1649.9566666666667,1648.3733333333334,1650.9033333333334,1655.1198333333334,,,20.037381157773304,1656.486762266607,False,NoPosition
60,2022-10-24 11:00:00,1649.32,1650.08,1647.94,1648.86,1584,0,0,1649.32,2.1399999999998727,0.7599999999999909,1.3799999999998818,2.1399999999998727,2.8519999999999754,1648.96,1647.8400000000001,1649.98,1654.258,,,19.215601254089563,1656.1848149086152,False,NoPosition
61,2022-10-24 11:15:00,1648.79,1649.66,1646.66,1647.08,1692,2,0,1648.86,3.0,0.8000000000001819,2.199999999999818,3.0,2.9829999999999925,1647.8,1645.9399999999998,1648.9399999999998,1653.4144999999999,,,18.988903408643324,1655.8402753155078,False,NoPosition
62,2022-10-24 11:30:00,1646.68,1647.16,1644.42,1646.72,1656,0,0,1647.08,2.740000000000009,0.08000000000015461,2.6599999999998545,2.740000000000009,3.0940000000000056,1646.1000000000001,1645.0400000000002,1647.7800000000002,1652.4210000000003,,,19.581953460676463,1655.4636989392911,False,NoPosition
63,2022-10-24 11:45:00,1646.72,1648.15,1645.84,1647.82,1431,0,0,1646.72,2.310000000000173,1.4300000000000637,0.8800000000001091,2.310000000000173,3.075000000000023,1647.2699999999998,1646.3899999999994,1648.6999999999996,1652.4210000000003,,,19.58754495012318,1655.1988068558346,False,NoPosition
64,2022-10-24 12:00:00,1647.82,1650.02,1647.16,1649.23,1282,0,0,1647.82,2.8599999999999,2.2000000000000455,0.6599999999998545,2.8599999999999,3.031999999999994,1648.8033333333333,1647.5866666666666,1650.4466666666665,1652.4210000000003,,,18.663683301463784,1655.018791112282,False,NoPosition
65,2022-10-24 12:15:00,1649.24,1649.24,1645.54,1645.7,1292,0,0,1649.23,3.7000000000000455,0.009999999999990905,3.6900000000000546,3.7000000000000455,3.211999999999989,1646.8266666666666,1644.4133333333332,1648.1133333333332,1652.4210000000003,,,18.419713033333327,1654.7928159471653,False,NoPosition
66,2022-10-24 12:30:00,1645.7,1647.83,1645.48,1646.86,1283,0,0,1645.7,2.349999999999909,2.1299999999998818,0.22000000000002728,2.349999999999909,2.922999999999979,1646.7233333333334,1645.6166666666668,1647.9666666666667,1652.3511666666666,,,18.215319470910863,1654.5776677542026,False,NoPosition
67,2022-10-24 12:45:00,1646.83,1649.83,1646.37,1649.37,1241,0,0,1646.86,3.4600000000000364,2.9700000000000273,0.4900000000000091,3.4600000000000364,2.8429999999999835,1648.5233333333333,1647.2166666666667,1650.6766666666667,1652.3511666666666,,,17.06723392379516,1654.4254569641962,False,NoPosition
68,2022-10-24 13:00:00,1649.43,1649.95,1648.0,1648.67,1320,0,0,1649.37,1.9500000000000455,0.5800000000001546,1.3699999999998909,1.9500000000000455,2.703999999999996,1648.8733333333332,1647.7966666666664,1649.7466666666664,1652.3511666666666,,,15.946830469760043,1654.2808532943973,False,NoPosition
69,2022-10-24 13:15:00,1648.69,1650.37,1648.6,1648.92,1282,0,0,1648.67,1.7699999999999818,1.699999999999818,0.07000000000016371,1.7699999999999818,2.6279999999999974,1649.2966666666664,1648.223333333333,1649.9933333333329,1652.3511666666666,,,14.906773490916695,1654.1578887948062,False,NoPosition
70,2022-10-24 13:30:00,1648.89,1649.87,1647.77,1648.09,1291,0,0,1648.92,2.099999999999909,0.9499999999998181,1.150000000000091,2.099999999999909,2.624000000000001,1648.5766666666666,1647.2833333333333,1649.3833333333332,1652.3511666666666,,,14.140636828571521,1654.0225896159984,False,NoPosition
71,2022-10-24 13:45:00,1648.09,1649.09,1646.71,1648.99,1181,2,0,1648.09,2.3799999999998818,1.0,1.3799999999998818,2.3799999999998818,2.561999999999989,1648.2633333333333,1647.4366666666667,1649.8166666666666,1652.3511666666666,,,13.909791250725148,1653.8976413892765,False,NoPosition
72,2022-10-24 14:00:00,1648.93,1650.07,1647.53,1647.78,1400,0,0,1648.99,2.5399999999999636,1.0799999999999272,1.4600000000000364,2.5399999999999636,2.5419999999999847,1648.46,1646.8500000000001,1649.39,1652.3511666666666,,,13.177797222566351,1653.7613010721875,False,NoPosition
73,2022-10-24 14:15:00,1647.77,1649.17,1647.27,1648.87,1307,0,0,1647.78,1.900000000000091,1.3900000000001,0.5099999999999909,1.900000000000091,2.5009999999999764,1648.4366666666665,1647.703333333333,1649.603333333333,1652.3511666666666,,,12.62420057824348,1653.6395136762155,False,NoPosition
74,2022-10-24 14:30:00,1648.89,1649.51,1647.59,1649.3,1345,0,0,1648.87,1.9200000000000728,0.6400000000001,1.2799999999999727,1.9200000000000728,2.406999999999994,1648.8,1648.09,1650.01,1652.3511666666666,,,11.920678566007155,1653.528223396252,False,NoPosition
75,2022-10-24 14:45:00,1649.29,1652.43,1648.51,1650.13,1846,0,0,1649.3,3.9200000000000728,3.130000000000109,0.7899999999999636,3.9200000000000728,2.4289999999999963,1650.3566666666666,1648.283333333333,1652.2033333333331,1652.3511666666666,,,12.256792997533406,1653.431185346018,False,NoPosition
76,2022-10-24 15:00:00,1650.1,1651.17,1648.15,1649.78,1724,0,0,1650.13,3.019999999999982,1.0399999999999636,1.9800000000000182,3.019999999999982,2.4960000000000035,1649.7,1648.23,1651.25,1652.3511666666666,,,12.36521248442668,1653.3275312879348,False,NoPosition
77,2022-10-24 15:15:00,1649.74,1649.83,1647.12,1649.23,1901,0,0,1649.78,2.7100000000000364,0.049999999999954525,2.660000000000082,2.7100000000000364,2.421000000000004,1648.7266666666667,1647.6233333333334,1650.3333333333335,1652.3511666666666,,,11.896528449795795,1653.190783627011,False,NoPosition
78,2022-10-24 15:30:00,1649.21,1651.49,1647.49,1650.27,1859,0,0,1649.23,4.0,2.259999999999991,1.740000000000009,4.0,2.625999999999999,1649.75,1648.01,1652.01,1652.3511666666666,,,12.19076845250718,1653.0936002309395,False,NoPosition
79,2022-10-24 15:45:00,1650.27,1650.86,1647.95,1649.19,1724,0,0,1650.27,2.9099999999998545,0.5899999999999181,2.3199999999999363,2.9099999999998545,2.7399999999999864,1649.3333333333333,1647.8066666666666,1650.7166666666665,1652.3511666666666,,,12.463991312167753,1652.9976199500557,False,NoPosition
80,2022-10-24 16:00:00,1649.27,1649.27,1646.99,1648.1,1807,0,0,1649.19,2.2799999999999727,0.07999999999992724,2.2000000000000455,2.2799999999999727,2.757999999999993,1648.1200000000001,1646.9700000000003,1649.2500000000002,1652.3511666666666,,,12.155971284801154,1652.87052569852,False,NoPosition
81,2022-10-24 16:15:00,1647.99,1649.12,1647.05,1648.19,1723,0,0,1648.1,2.0699999999999363,1.0199999999999818,1.0499999999999545,2.0699999999999363,2.726999999999998,1648.1200000000001,1647.1200000000003,1649.1900000000003,1652.3511666666666,,,11.869952687960742,1652.755358603482,False,NoPosition
82,2022-10-24 16:30:00,1648.19,1648.73,1644.83,1645.61,2235,0,0,1648.19,3.900000000000091,0.5399999999999636,3.3600000000001273,3.900000000000091,2.863000000000011,1646.39,1644.0500000000002,1647.9500000000003,1652.2445000000002,,,11.628197585795586,1652.5612901450977,False,NoPosition
83,2022-10-24 16:45:00,1648.82,1654.51,1648.48,1651.43,2802,0,0,1645.61,6.029999999999973,8.900000000000091,2.8700000000001182,8.900000000000091,3.563000000000011,1651.4733333333334,1648.4366666666667,1654.4666666666667,1652.2445000000002,,,12.526631326254945,1652.521236340862,False,NoPosition
84,2022-10-24 17:00:00,1651.52,1651.89,1646.85,1649.7,2497,0,0,1651.43,5.040000000000191,0.4600000000000364,4.580000000000155,5.040000000000191,3.8750000000000226,1649.4799999999998,1647.0699999999995,1652.1099999999997,1652.2445000000002,,,12.617025809211238,1652.424628357462,False,NoPosition
85,2022-10-24 17:15:00,1649.67,1649.75,1643.97,1647.61,2425,0,0,1649.7,5.779999999999973,0.049999999999954525,5.730000000000018,5.779999999999973,4.061000000000012,1647.11,1644.4699999999998,1650.2499999999998,1652.2445000000002,,,11.848978558498775,1652.2655784411727,False,NoPosition
86,2022-10-24 17:30:00,1647.69,1650.57,1646.93,1647.97,2254,0,0,1647.61,3.6399999999998727,2.9600000000000364,0.6799999999998363,3.6399999999998727,4.123000000000002,1648.49,1646.41,1650.05,1652.2445000000002,,,11.163989195869712,1652.1633973304517,False,NoPosition
87,2022-10-24 17:45:00,1647.94,1648.69,1645.85,1648.12,2253,0,0,1647.97,2.8400000000001455,0.7200000000000273,2.1200000000001182,2.8400000000001455,4.1360000000000126,1647.5533333333333,1646.4166666666665,1649.2566666666667,1652.2445000000002,,,10.601806704698712,1652.0419720669956,False,NoPosition
88,2022-10-24 18:00:00,1648.13,1648.27,1645.76,1647.74,1819,0,0,1648.12,2.509999999999991,0.15000000000009095,2.3599999999999,2.509999999999991,3.9870000000000116,1647.2566666666664,1646.2433333333329,1648.7533333333329,1652.2445000000002,,,10.113277537521236,1651.942329559547,False,NoPosition
89,2022-10-24 18:15:00,1647.74,1649.45,1646.92,1648.62,1868,0,0,1647.74,2.5299999999999727,1.7100000000000364,0.8199999999999363,2.5299999999999727,3.949000000000024,1648.33,1647.2099999999998,1649.7399999999998,1652.2445000000002,,,9.597117707639073,1651.8667024189783,False,NoPosition
90,2022-10-24 18:30:00,1648.65,1649.91,1648.1,1648.32,1711,0,0,1648.62,1.8100000000001728,1.290000000000191,0.5199999999999818,1.8100000000001728,3.9020000000000437,1648.7766666666666,1647.6433333333332,1649.4533333333334,1652.2445000000002,,,9.29955578772564,1651.8085620656286,False,NoPosition
91,2022-10-24 18:45:00,1648.32,1651.99,1647.53,1651.85,1814,0,0,1648.32,4.460000000000036,3.6700000000000728,0.7899999999999636,4.460000000000036,4.141000000000053,1650.4566666666667,1648.9233333333334,1653.3833333333334,1652.2445000000002,,,9.787506682700164,1651.7821217610065,False,NoPosition
92,2022-10-24 19:00:00,1651.87,1652.53,1651.11,1652.13,1607,0,0,1651.85,1.4200000000000728,0.6800000000000637,0.7400000000000091,1.4200000000000728,3.8930000000000518,1651.9233333333334,1651.3166666666668,1652.736666666667,1652.2445000000002,,,10.424293616353262,1651.7845267441742,False,NoPosition
93,2022-10-24 19:15:00,1652.15,1652.7,1650.83,1651.15,1361,0,0,1652.13,1.8700000000001182,0.5699999999999363,1.300000000000182,1.8700000000001182,3.1900000000000546,1651.5600000000002,1650.4200000000003,1652.2900000000004,1652.2445000000002,,,10.87286474866273,1651.7813342318063,False,NoPosition
